pH,Latitude,Longitude,Location,Depth_m,Altitude_m,Salinity_PSU,Temperature_C,Oxygen_mg_L,Turbidity_NTU,Nitrate_mg_L,Chlorophyll_ug_L
8.31,-34.1452,-9.5991,South Atlantic Ocean,1008.2,2491.4,38.93,31.47,7.37,30.72,46.01,0.21
8.26,-84.1393,-176.5734,Bering Sea,282.5,442.9,33.21,9.73,3.55,61.92,39.57,1.49
8.12,55.5916,0.4423,Norwegian Sea,3591.4,640.2,30.59,27.0,2.99,98.05,46.74,8.71
7.69,-42.606,30.46,Gulf of Mexico,3462.4,356.1,37.04,34.78,8.38,61.1,7.39,4.3
8.01,-50.5398,76.1505,Indian Ocean,5304.2,1182.4,39.16,13.83,2.64,84.63,2.15,0.34
7.95,-4.4417,-118.9845,Indian Ocean,2747.1,415.3,33.75,14.63,4.38,98.63,48.43,5.61
7.52,64.4768,-145.4216,Gulf of Mexico,94.8,1798.8,32.38,5.09,2.9,91.53,33.79,2.66
8.49,17.7707,25.7255,South Atlantic Ocean,10056.4,701.7,34.65,26.07,2.0,89.74,18.64,6.76
8.21,61.666,123.091,Red Sea,10751.6,1976.2,38.57,11.94,4.57,73.73,34.48,2.85
7.87,-89.9251,50.737,Gulf of Mexico,10921.9,2338.0,36.1,24.82,9.5,43.62,17.98,7.02
8.08,-55.9147,95.6129,North Atlantic Ocean,10665.2,1230.0,35.41,0.35,5.3,52.16,30.14,5.28
8.39,39.0679,-50.5411,Caribbean Sea,8992.5,1868.8,39.54,21.53,5.61,11.46,37.71,0.99
7.54,-38.9212,-108.0478,North Pacific Ocean,6394.0,2704.4,34.91,5.78,9.03,26.92,30.0,2.48
7.76,78.9172,-84.7754,Indian Ocean,5769.1,2541.9,32.12,12.62,8.99,26.5,47.24,8.15
8.45,45.9562,-105.277,Southern Ocean,687.0,815.7,32.96,17.43,9.71,44.62,6.4,5.62
7.52,36.0725,148.0906,South Pacific Ocean,9689.5,2331.3,34.85,27.94,6.26,71.36,32.07,5.24
8.08,-87.0402,154.1947,Arabian Sea,2524.0,1308.2,34.11,30.06,1.41,15.87,8.88,0.98
8.04,34.4885,27.9499,Red Sea,8159.6,475.6,34.23,30.56,2.11,59.69,11.27,6.5
8.48,4.4553,51.4262,Coral Sea,7671.9,845.0,33.67,27.34,6.13,91.74,9.62,6.57
7.93,-58.8722,137.6576,Southern Ocean,8266.8,1518.6,39.5,19.05,2.56,33.96,27.25,7.84
8.48,15.6361,-66.0832,Red Sea,1378.4,1665.4,30.02,6.55,7.85,38.0,45.7,4.15
7.51,-71.0165,-84.5378,Bay of Bengal,4868.2,2629.0,36.03,-1.42,4.92,15.21,32.24,8.12
7.84,-2.4525,142.3224,Bering Sea,7788.4,-247.9,37.59,18.1,5.14,65.93,10.89,5.08
7.77,-55.5446,-112.3216,Arabian Sea,150.3,714.8,35.57,31.03,1.45,54.26,39.21,6.81
7.65,-88.0885,179.5314,Bay of Bengal,4559.0,322.5,38.64,25.33,3.56,75.13,36.36,3.09
8.5,-23.3126,106.997,Coral Sea,3525.2,-142.1,39.6,34.35,5.59,96.61,11.66,0.08
8.47,-23.6547,138.4385,South Atlantic Ocean,8875.1,90.3,31.55,10.94,3.73,73.1,18.76,2.59
7.64,2.93,-85.144,Arabian Sea,5719.7,668.0,33.58,13.46,8.04,17.83,4.69,0.88
8.02,83.1174,126.2444,Gulf of Mexico,6253.9,1645.3,33.83,23.12,2.37,76.46,24.68,2.95
7.6,-75.7094,-50.2744,Coral Sea,905.8,2061.9,39.08,27.99,3.09,82.93,34.8,0.11
7.62,-49.6887,-25.9966,Norwegian Sea,1858.9,1239.1,37.2,24.19,4.95,76.51,41.7,5.74
8.21,-8.897,52.7599,Bay of Bengal,8242.4,-186.5,38.4,15.1,3.39,95.81,39.02,1.4
8.37,-27.126,164.5845,South Atlantic Ocean,5443.2,2203.4,38.96,17.97,7.4,15.63,27.09,0.44
8.1,11.5923,14.2057,Bay of Bengal,1780.5,1306.4,30.13,9.26,8.8,31.56,14.41,5.67
7.61,54.7086,38.2339,Southern Ocean,50.7,2204.2,33.13,21.57,9.51,34.27,49.26,6.74
8.33,-14.7158,144.4864,North Atlantic Ocean,3929.4,384.8,31.84,4.7,2.92,64.48,39.67,4.64
8.36,-34.347,-97.0381,South Atlantic Ocean,3626.5,453.3,39.89,29.0,7.84,76.86,26.75,2.53
8.06,-48.972,-7.0329,Norwegian Sea,4203.7,230.1,33.57,24.44,9.68,32.87,28.47,5.03
7.92,51.8306,136.1273,Caribbean Sea,239.0,200.8,35.67,20.13,5.47,98.17,37.1,6.08
7.91,-73.3445,118.5976,Bay of Bengal,10104.2,1215.1,30.94,9.71,6.92,83.69,34.9,3.07
8.16,-2.5692,-158.5739,Red Sea,4465.2,1385.9,35.55,4.64,9.29,42.51,46.61,1.1
8.42,-22.7981,-159.6434,Southern Ocean,8122.1,56.7,37.66,3.32,4.46,15.01,6.91,8.66
8.41,23.8799,131.3945,Bay of Bengal,2188.0,2982.6,36.71,23.27,8.66,42.37,15.48,4.43
8.29,7.6995,-86.9624,Coral Sea,225.1,1188.1,35.62,21.1,8.66,74.46,35.75,9.12
7.85,-27.5967,-53.2383,Coral Sea,8049.9,736.9,32.1,0.53,1.45,26.6,27.56,8.8
7.9,-70.9782,64.1119,Bering Sea,9918.3,2475.1,36.8,14.29,1.2,37.66,46.03,3.29
8.23,-65.4597,58.6506,Baltic Sea,6241.1,2350.0,30.71,9.83,1.05,14.12,21.54,1.92
8.19,32.6322,73.5368,Red Sea,1857.7,318.6,31.26,7.8,3.95,85.29,11.04,2.27
8.42,-1.2532,-148.5261,Red Sea,7668.8,2450.5,32.94,0.22,7.2,85.14,3.75,7.29
8.29,51.9493,35.969,South Atlantic Ocean,10375.2,491.9,32.47,17.4,2.96,23.37,24.42,2.89
8.48,76.5398,-7.0206,Bering Sea,10629.6,-263.2,32.72,33.2,7.8,52.32,39.89,7.24
7.72,31.4348,109.9227,Arabian Sea,5723.7,-382.6,33.8,2.14,9.75,3.44,6.83,6.98
8.42,74.1791,-124.602,Arabian Sea,9336.8,1322.5,30.66,22.54,6.03,90.34,43.7,5.89
8.47,-85.0332,73.2045,Bering Sea,8321.4,688.4,34.36,28.53,6.41,87.26,38.04,6.13
8.41,6.737,94.8035,Indian Ocean,4038.4,2173.9,36.41,11.09,5.19,72.82,7.29,9.92
7.64,-41.9369,175.4752,Coral Sea,4481.3,1375.3,36.18,33.74,6.95,98.7,32.6,5.52
8.44,-54.5894,40.7303,Arabian Sea,4532.2,2226.3,30.64,3.62,4.36,82.93,27.35,4.36
8.26,-39.543,-86.9441,Bay of Bengal,511.7,1904.5,33.59,8.25,2.68,30.51,12.19,2.45
7.86,57.504,124.8718,North Atlantic Ocean,7168.8,2949.9,34.63,10.52,6.7,41.36,28.07,9.34
7.96,23.3825,106.7354,Bay of Bengal,6167.7,1185.4,31.15,11.26,4.8,88.0,0.43,8.56
7.56,49.8824,-166.9581,North Atlantic Ocean,8338.8,684.9,36.27,31.23,3.77,53.02,1.83,0.14
7.91,-0.0307,92.6358,South Pacific Ocean,3661.5,137.9,37.36,-1.96,5.61,78.5,28.88,4.85
7.75,-41.9002,68.5281,South Atlantic Ocean,549.1,1802.3,30.08,1.78,9.45,25.04,11.31,4.47
8.22,-5.7275,-93.4751,Southern Ocean,6054.5,1387.1,38.32,8.31,4.21,52.52,28.08,8.98
8.06,-51.3351,32.312,Arabian Sea,9036.2,1976.9,36.08,-0.16,1.84,44.68,25.63,0.51
8.43,88.4594,9.4276,Bay of Bengal,9207.8,2239.4,30.05,20.11,3.21,1.19,31.56,8.77
8.12,49.1546,-84.3144,Indian Ocean,8797.4,1780.5,36.62,0.09,2.85,10.66,4.26,4.58
8.28,-78.7691,-12.8801,Norwegian Sea,6146.9,2364.5,38.16,8.58,6.44,68.44,23.43,1.35
8.31,89.6288,-110.238,South Atlantic Ocean,8056.9,242.6,38.77,22.66,2.92,71.53,13.57,0.8
7.57,-63.0329,-122.847,Indian Ocean,1327.1,2652.7,34.98,14.34,9.47,36.69,27.85,9.29
8.32,28.467,158.1897,Gulf of Mexico,2129.8,337.1,33.56,7.24,3.93,11.07,37.42,0.36
7.66,-21.742,26.6011,Southern Ocean,10691.9,663.2,33.43,28.28,5.41,1.62,23.57,8.22
7.72,7.8551,112.0112,Southern Ocean,4548.8,-60.5,30.72,8.15,8.19,70.55,22.48,6.03
8.0,38.571,-58.1477,Bering Sea,4422.9,118.5,32.56,5.74,8.09,59.31,7.39,0.34
7.97,-35.5806,-58.0933,Bering Sea,849.9,1966.4,32.04,24.1,9.55,66.41,40.82,7.38
8.45,-71.5803,0.0924,Bering Sea,4931.3,14.0,36.32,28.45,7.06,15.65,7.88,0.76
7.95,28.2588,128.0319,Gulf of Mexico,7247.6,2956.3,31.69,7.07,9.92,11.56,6.36,8.05
7.92,-85.3995,161.6633,Caribbean Sea,8144.6,2801.3,36.99,3.61,3.75,45.58,38.59,7.61
8.32,-49.5132,-162.806,Bering Sea,4098.4,-260.5,36.53,18.08,2.61,19.73,48.74,0.91
7.79,-88.4363,-11.7553,Red Sea,10508.6,2262.8,34.77,13.25,1.71,43.61,8.7,0.7
8.3,42.3511,135.2045,South Atlantic Ocean,5074.2,823.2,30.16,30.97,7.89,79.27,22.13,0.53
7.75,68.865,17.1196,Bering Sea,5354.1,2325.2,33.75,8.81,2.09,20.47,2.94,4.04
7.91,-31.5534,-17.7633,Caribbean Sea,7250.2,-268.0,31.18,24.09,7.44,34.89,48.51,0.02
8.41,-33.3408,-125.5598,Southern Ocean,1346.7,1685.1,38.04,33.57,8.97,76.67,32.51,2.88
7.97,-72.4623,-20.3924,North Atlantic Ocean,7347.1,2009.9,38.54,19.13,8.18,40.52,41.98,3.53
8.43,-82.3523,86.2757,Arabian Sea,4001.2,2463.5,30.43,6.52,6.35,57.17,25.42,7.13
7.88,-47.5843,64.3148,Norwegian Sea,309.8,2610.2,34.78,16.22,9.5,20.96,35.25,3.6
7.59,64.7018,-21.9827,Red Sea,8571.8,-461.3,37.45,27.59,8.41,87.02,23.75,5.53
8.26,18.3476,96.1284,Bay of Bengal,10332.6,2115.2,33.1,21.77,1.47,32.28,23.24,3.54
7.75,-87.9543,33.8102,North Atlantic Ocean,6321.2,12.6,35.39,18.19,4.39,46.37,31.05,2.64
8.25,19.7037,-81.1423,Gulf of Mexico,3993.3,1372.0,38.27,-1.49,2.26,19.73,35.77,9.13
8.08,-80.902,-130.0982,Southern Ocean,7660.8,799.3,34.16,24.34,4.3,20.74,43.97,2.7
8.47,-14.6729,60.1739,Caribbean Sea,9955.4,284.2,31.42,28.44,7.42,43.78,35.15,8.6
7.93,78.2084,-116.9026,North Atlantic Ocean,3464.8,560.8,39.22,5.43,2.34,19.55,45.07,8.44
8.39,22.9488,-103.8617,Bay of Bengal,6171.2,413.0,33.93,20.73,7.95,99.33,11.54,6.62
8.22,20.1443,-79.7144,Indian Ocean,2646.9,293.9,33.53,7.73,4.19,56.22,13.06,5.57
7.65,31.4288,161.4555,North Pacific Ocean,7065.9,1779.2,36.11,-0.53,5.37,6.26,11.69,9.15
8.21,-65.0006,64.7941,Indian Ocean,8695.2,710.4,38.29,25.26,4.02,9.11,5.22,0.05
8.14,-73.1928,153.8379,Bay of Bengal,2350.1,2629.1,39.68,21.16,9.77,46.19,29.37,4.62
8.48,-22.9635,-91.8361,North Pacific Ocean,6101.4,1391.0,36.36,26.15,4.19,5.07,19.67,5.94
7.96,-55.8796,41.7127,Coral Sea,1965.1,1314.0,33.45,6.04,2.84,74.66,30.25,2.09
8.06,-85.8334,62.3858,Caribbean Sea,5211.9,2734.7,34.38,33.51,4.64,70.74,26.2,4.18
8.21,-28.7665,162.2101,North Pacific Ocean,7430.5,2572.5,36.84,27.45,7.52,75.64,28.87,7.84
8.11,-0.4998,-11.9208,Bering Sea,359.8,-400.1,39.68,12.06,5.69,75.3,17.67,9.69
8.12,-80.9335,51.4233,South Pacific Ocean,8171.6,1630.6,39.84,21.67,5.13,18.36,9.96,8.86
7.95,84.947,135.9347,South Pacific Ocean,3920.8,1624.8,36.7,25.7,3.73,89.38,34.17,1.42
8.27,47.728,-128.9773,South Atlantic Ocean,6180.9,2735.2,33.62,7.42,8.75,83.68,35.42,3.14
7.51,42.7858,147.8704,South Atlantic Ocean,5110.2,1996.7,34.36,3.94,2.1,53.8,46.63,7.75
7.66,68.4248,-61.7737,Southern Ocean,8570.6,1066.3,39.38,25.07,6.6,24.85,13.02,5.69
8.35,16.2536,-25.4773,South Pacific Ocean,8169.8,-311.0,37.29,17.43,7.0,90.36,41.85,8.63
8.43,-11.1265,1.6456,Gulf of Mexico,27.6,-199.7,33.39,30.88,1.79,76.76,1.58,7.87
8.24,-2.792,78.2932,Caribbean Sea,1610.3,1131.4,35.15,0.53,3.78,0.48,2.28,6.72
7.66,-54.5293,-123.2922,Bering Sea,2630.6,2942.3,34.86,33.39,9.17,39.58,32.61,3.47
8.08,-21.5693,66.7321,Norwegian Sea,5649.0,2969.7,38.44,9.22,4.3,37.57,8.48,5.32
7.78,53.5819,-145.7117,Indian Ocean,3314.8,1171.0,30.15,23.71,7.24,59.35,12.75,0.64
8.06,0.3951,-42.1223,Red Sea,1303.1,2594.0,37.35,-0.86,3.22,25.24,43.49,7.85
7.7,-56.9789,42.6684,Bay of Bengal,918.4,243.9,31.79,-1.7,7.47,89.71,31.71,7.19
7.64,65.2203,-129.4223,Coral Sea,4256.8,597.0,33.14,31.61,9.35,15.08,41.98,3.63
7.69,27.0104,60.4009,Gulf of Mexico,4325.4,836.6,36.66,13.07,1.46,26.37,22.62,8.72
8.39,17.7344,163.5591,Southern Ocean,7415.6,1946.6,38.11,2.25,8.87,23.73,36.87,6.83
7.56,84.473,164.383,Bay of Bengal,1553.9,2385.1,37.33,25.58,5.05,14.7,15.09,7.37
7.53,76.5402,30.9274,Gulf of Mexico,4261.4,872.2,32.8,7.47,2.68,35.71,7.96,4.83
7.69,-63.6266,6.7607,Gulf of Mexico,3468.5,1130.8,35.19,33.72,3.14,23.59,10.38,5.72
8.07,43.6255,-23.241,Caribbean Sea,5279.5,-239.4,33.15,14.01,1.95,50.89,46.21,7.02
7.59,72.6478,-15.8543,Caribbean Sea,8991.4,474.3,34.63,-0.43,3.5,93.82,28.82,0.55
8.02,65.1104,24.3262,Caribbean Sea,3699.6,2316.9,36.14,13.17,5.22,4.72,10.27,7.12
8.22,70.0147,-23.486,Gulf of Mexico,10929.5,-354.6,30.59,16.6,2.44,78.0,9.78,5.79
8.04,55.1261,-26.5046,Red Sea,10410.1,2143.3,39.58,16.04,2.98,83.18,32.84,0.07
8.27,87.9882,-76.2019,Coral Sea,2444.5,1275.7,35.48,31.52,1.37,7.33,32.58,6.57
8.02,-40.9097,64.0052,Southern Ocean,5665.2,447.2,34.42,30.84,2.27,35.8,38.66,8.83
7.59,-61.3542,134.311,Bay of Bengal,10039.0,1137.2,34.77,28.55,7.05,85.78,39.07,6.13
8.17,-76.3533,-167.8565,Red Sea,7856.7,1078.3,38.35,1.31,8.11,58.52,5.49,2.91
7.83,58.2558,166.9804,Caribbean Sea,9608.4,2914.8,31.18,32.77,9.05,54.92,6.55,2.41
8.02,-8.5266,80.7729,Southern Ocean,8795.2,1961.6,39.05,8.3,6.75,33.31,19.69,3.1
8.49,-43.5462,-176.5808,Coral Sea,6824.0,945.2,32.32,-0.18,9.26,7.51,42.56,7.07
7.77,31.9014,-144.0293,Southern Ocean,7235.5,2769.6,36.91,34.9,4.68,32.1,0.85,5.04
8.32,-89.8475,156.0199,Bay of Bengal,2837.7,2717.6,35.56,0.33,8.69,3.24,40.18,6.19
8.06,-54.5942,61.5478,Bering Sea,2046.7,1289.7,37.63,0.25,2.64,31.67,4.37,6.56
8.42,-21.8899,-158.1897,South Atlantic Ocean,6284.8,2785.0,31.53,27.71,4.05,92.54,38.64,6.16
8.41,-51.7954,-58.4906,Bay of Bengal,941.4,1650.9,38.17,0.6,6.97,81.72,6.37,2.75
8.21,-28.3338,138.3067,Red Sea,2785.1,2048.8,36.5,14.95,7.55,18.21,46.71,1.24
7.8,-60.2283,128.0631,Arabian Sea,6691.2,1132.2,37.79,24.08,2.71,41.16,32.52,2.52
8.45,-89.284,-111.3567,Red Sea,1038.2,1685.1,34.88,10.29,6.84,77.59,29.86,0.46
8.34,-0.6605,-27.6221,Arabian Sea,6918.2,876.0,38.28,22.61,8.58,96.38,48.45,8.3
8.47,-77.3087,90.9234,South Atlantic Ocean,5865.0,45.7,37.79,33.37,3.92,56.67,33.85,8.19
8.47,39.6594,67.14,Red Sea,1513.1,744.4,31.69,34.8,8.69,30.33,27.34,9.3
7.94,-78.9465,-144.1231,North Atlantic Ocean,5489.8,874.9,39.67,16.48,2.97,53.67,49.56,0.73
7.6,47.975,34.3258,Norwegian Sea,7845.9,2211.8,39.72,26.14,8.74,95.6,41.5,9.06
8.01,-78.9171,-170.8939,Bay of Bengal,6254.3,905.6,39.83,22.29,9.72,72.4,42.7,4.1
7.62,85.1814,-49.8826,Norwegian Sea,9736.3,1156.6,30.99,31.95,5.8,0.45,21.01,4.58
7.99,-24.919,6.3758,South Pacific Ocean,10436.0,2161.2,37.48,32.47,8.83,72.88,0.55,4.59
8.05,-35.9957,-164.5266,Bering Sea,4001.3,1374.3,36.4,19.34,6.32,70.61,27.05,9.76
8.08,-35.0231,123.9293,Red Sea,2859.9,705.0,39.75,9.22,9.25,79.61,29.99,0.15
7.51,-46.4967,-31.2137,South Pacific Ocean,4462.3,-474.2,36.09,2.56,5.46,73.25,0.99,6.05
8.36,-58.0994,-33.9884,Gulf of Mexico,5067.2,2112.5,36.84,11.22,6.28,26.98,21.74,2.6
7.96,59.301,-140.4727,Norwegian Sea,2048.0,2724.9,30.54,23.78,3.05,98.31,17.27,9.9
8.21,-6.9663,-8.9984,Bering Sea,8164.1,-480.9,33.27,12.76,1.73,63.18,19.18,6.22
7.61,-72.028,-148.7654,Bering Sea,10058.7,1834.2,36.31,-1.24,8.94,84.24,35.62,0.17
8.25,57.3957,-125.4158,Norwegian Sea,5233.7,1295.5,33.0,20.08,7.61,0.84,39.13,6.95
7.94,64.9493,120.5664,Arabian Sea,600.0,2404.6,34.29,13.24,6.28,27.85,48.23,5.07
8.24,76.2312,65.7293,Norwegian Sea,10827.6,85.5,38.54,7.36,3.89,88.99,30.91,9.0
8.43,-81.5961,34.6342,Coral Sea,3790.3,735.3,39.69,10.69,1.87,5.54,40.81,7.78
8.23,-4.6463,2.6527,South Atlantic Ocean,2413.7,-170.9,39.81,23.66,8.01,30.02,14.55,7.28
8.11,18.8117,-9.7741,Indian Ocean,4160.1,449.4,35.04,-0.66,4.04,5.11,6.57,2.17
8.21,61.6749,162.4871,North Pacific Ocean,5055.0,1179.4,34.62,12.51,2.07,12.54,26.12,8.37
8.24,21.6343,176.8144,South Atlantic Ocean,3291.0,2713.9,34.33,0.84,3.82,45.25,24.22,9.78
8.0,-7.601,-41.3601,North Atlantic Ocean,4810.1,229.4,30.02,24.42,6.14,34.71,35.76,5.94
8.34,47.4367,-175.0751,Coral Sea,10215.0,1915.2,36.19,34.77,6.95,93.19,19.13,1.75
8.05,-6.6055,147.6425,North Atlantic Ocean,6914.4,1975.5,30.61,11.89,3.9,29.14,10.02,6.46
8.13,-38.5928,-64.7119,North Pacific Ocean,3547.0,-79.5,39.17,29.75,8.42,74.96,22.67,7.21
7.92,15.0684,152.5489,South Pacific Ocean,80.8,2913.7,33.31,30.2,7.35,15.51,26.2,1.61
8.45,2.0236,11.9195,South Pacific Ocean,6724.6,98.9,35.13,24.36,4.15,0.42,29.11,2.24
8.02,-2.1866,167.2162,South Pacific Ocean,4404.5,-302.5,39.04,2.4,9.18,42.34,29.03,4.7
7.71,-55.5005,4.5364,North Pacific Ocean,5134.7,2886.6,37.07,25.87,1.01,67.66,33.84,8.07
7.82,62.1817,-24.9043,Coral Sea,9595.7,816.8,31.28,13.69,8.97,76.02,4.89,8.49
7.65,-79.7297,152.0215,Red Sea,4923.8,505.8,36.92,25.67,6.97,6.3,28.8,7.34
7.63,-80.3668,79.0708,Arabian Sea,1534.9,521.1,35.96,9.3,7.01,59.38,47.5,0.23
8.43,-64.817,123.1362,Southern Ocean,5954.6,-449.1,37.87,32.65,7.68,17.75,36.22,5.44
8.17,-69.823,-152.7593,North Pacific Ocean,7758.6,1850.9,30.82,0.14,3.34,51.28,40.27,2.21
7.5,68.874,40.7886,Norwegian Sea,3303.0,2164.4,39.59,33.73,7.26,89.11,1.14,8.72
8.31,52.2579,60.4265,Baltic Sea,2739.7,1055.4,30.62,10.54,3.74,3.97,15.47,6.95
8.03,-38.7509,-132.0858,North Atlantic Ocean,4107.7,250.2,34.68,5.29,3.27,60.7,21.91,9.25
7.61,-42.194,-71.9788,Southern Ocean,4343.7,1078.7,36.91,20.08,3.64,44.46,49.64,7.93
7.95,-17.0009,140.878,Coral Sea,2021.6,2796.8,37.22,17.43,2.84,8.46,16.17,5.42
7.87,3.8312,-97.4019,Southern Ocean,6985.6,65.1,32.64,29.89,7.99,81.75,46.69,6.17
7.82,-30.4669,100.3806,North Pacific Ocean,8493.6,-264.2,36.41,27.68,9.65,97.73,11.82,0.68
7.96,73.0102,-170.906,Coral Sea,6808.3,750.6,30.52,19.48,1.69,80.83,27.53,6.26
8.14,-81.3068,-114.7076,Bering Sea,5536.2,2672.1,33.45,15.18,5.82,25.82,8.91,0.57
8.04,83.0305,-161.4414,Caribbean Sea,6304.4,797.4,39.34,34.94,7.34,30.54,7.47,5.13
7.78,12.5021,-33.4741,Red Sea,5648.9,2031.8,34.58,6.14,3.55,72.1,1.65,8.62
8.22,80.1109,-106.9132,Bay of Bengal,5102.2,-368.0,38.56,28.08,3.92,61.68,21.5,2.27
8.49,35.224,-86.3172,North Pacific Ocean,309.7,685.1,31.46,10.25,2.71,34.38,18.77,4.83
8.47,-62.7053,2.166,Caribbean Sea,5949.6,1549.9,34.56,16.48,4.07,24.08,19.9,0.78
8.5,34.8217,6.5985,North Atlantic Ocean,823.2,1311.5,36.11,-0.14,5.32,33.77,4.25,2.94
7.99,84.368,-103.364,Caribbean Sea,6012.5,1434.8,33.11,4.96,2.01,75.38,5.89,8.86
7.54,-0.0032,126.315,Red Sea,5460.1,981.2,39.79,8.37,2.31,80.46,39.41,1.15
8.23,67.9968,-59.1996,Coral Sea,9400.1,1650.8,35.09,4.41,3.44,34.17,14.09,4.13
8.16,88.1875,-43.6461,Bering Sea,4524.8,2392.5,32.77,1.96,2.6,58.13,10.28,2.18
8.47,-29.0677,142.6213,Norwegian Sea,10483.0,-216.4,36.63,25.04,9.64,5.0,0.52,9.21
7.87,-15.7484,-25.0504,South Pacific Ocean,5041.6,859.3,38.46,22.01,1.23,35.47,44.67,6.65
8.49,-40.5157,-102.247,South Pacific Ocean,10430.7,2025.2,33.25,19.66,3.1,53.3,10.44,5.26
7.57,76.5241,-149.0733,Gulf of Mexico,1728.6,2268.1,34.52,11.94,4.18,92.2,29.35,7.54
7.86,22.7633,59.7841,South Atlantic Ocean,9619.1,1680.9,39.47,-1.01,7.78,5.41,19.27,4.83
8.24,46.3012,-110.9761,North Atlantic Ocean,8569.9,875.3,31.37,7.45,4.2,77.27,35.12,5.96
8.12,-54.1371,106.8142,Southern Ocean,2666.5,425.4,31.91,13.71,5.7,59.84,20.06,6.96
7.71,-12.7185,141.6365,Coral Sea,10958.3,1226.2,39.99,19.36,1.42,30.52,28.21,4.5
7.86,24.6581,3.1311,Bay of Bengal,2873.5,706.1,34.38,17.0,3.92,73.92,45.78,4.04
7.66,42.4595,30.267,Red Sea,5465.1,1862.4,35.59,10.74,7.9,13.61,22.54,0.99
8.49,28.2394,-153.0622,Gulf of Mexico,7970.1,1999.1,35.14,2.27,7.76,68.13,13.41,9.91
8.01,37.7326,57.2684,North Pacific Ocean,43.1,1355.3,36.31,3.22,4.71,1.59,38.5,4.19
8.37,20.8373,148.7848,Norwegian Sea,3831.8,2325.4,34.47,25.45,7.91,23.26,48.23,6.06
7.89,-55.0514,-179.7205,South Atlantic Ocean,6272.6,-69.4,33.52,9.08,4.76,26.82,42.24,0.94
7.74,8.2476,-102.2675,Bay of Bengal,6540.3,2601.8,33.74,27.61,4.19,8.28,46.54,6.23
7.99,71.0174,-61.1987,Bering Sea,8397.9,-57.4,36.21,24.46,2.54,26.83,32.58,7.19
8.27,-68.1786,114.5668,Caribbean Sea,5968.1,1893.4,34.33,5.42,3.44,76.88,1.66,7.5
8.41,-47.431,-141.2073,Coral Sea,10889.2,902.8,34.21,30.47,5.55,1.39,10.04,8.73
7.69,-10.7138,-20.8965,Arabian Sea,7169.7,1062.5,33.24,1.95,7.37,46.78,11.62,4.09
7.63,-76.8074,-113.1736,Caribbean Sea,7134.8,2736.6,38.25,15.97,1.68,51.07,11.35,3.57
7.66,-21.7856,148.5175,Southern Ocean,4867.9,1363.6,31.63,21.55,9.41,75.93,14.12,4.84
7.8,-14.9384,-104.6268,Bay of Bengal,5087.0,48.2,36.05,27.25,2.94,91.83,7.13,7.96
8.1,57.916,-67.8445,Bering Sea,5416.8,1979.9,39.72,0.97,1.8,73.88,25.69,5.68
8.24,87.3591,18.8632,South Atlantic Ocean,10559.4,2576.7,31.94,22.38,3.1,69.25,35.11,9.33
7.86,-55.8005,-150.9346,North Pacific Ocean,6387.9,2737.6,34.17,25.86,5.05,69.77,16.88,5.37
8.42,-52.4694,-26.0284,Baltic Sea,596.9,907.8,37.18,28.73,6.39,11.45,26.59,1.8
7.96,74.0969,-67.1528,South Atlantic Ocean,7258.8,2346.2,34.31,2.12,6.1,81.49,3.2,9.3
7.99,70.2274,132.8915,Caribbean Sea,1868.3,2054.4,30.1,21.3,6.53,7.71,30.66,5.8
8.39,83.2562,106.3299,Indian Ocean,4601.0,2643.5,37.08,8.95,2.26,13.96,34.81,5.7
7.56,61.3372,153.5821,Southern Ocean,1015.9,2098.3,37.17,26.44,7.74,47.64,27.54,5.85
8.11,8.41,-79.7641,South Atlantic Ocean,1713.0,2465.4,37.54,-0.88,5.05,97.04,45.21,3.99
8.06,13.796,113.2794,Red Sea,8312.8,957.9,35.1,31.62,4.31,74.97,44.28,9.67
7.9,-13.0823,115.7184,Coral Sea,4032.7,1196.9,33.03,5.48,8.38,9.76,24.59,0.71
7.93,-88.0822,-138.3205,Bay of Bengal,526.6,224.3,37.8,17.15,9.98,6.22,19.84,3.51
8.19,-0.9039,0.1027,Bay of Bengal,7960.5,1765.8,32.67,21.55,3.81,61.11,9.29,5.44
8.07,68.2468,170.188,Bay of Bengal,70.1,-94.9,32.02,26.79,6.8,8.87,28.41,5.3
8.16,-70.4243,119.1794,Caribbean Sea,8871.9,471.5,32.67,13.51,8.03,19.74,4.98,5.59
7.94,-52.4114,56.5194,North Atlantic Ocean,6137.6,2009.5,32.54,12.79,2.73,73.47,33.9,8.25
7.9,-58.6642,4.9099,Caribbean Sea,9402.9,2666.6,33.49,30.39,3.86,60.51,2.81,1.23
8.02,-87.8586,75.462,Coral Sea,3076.2,2302.3,39.94,34.97,4.34,16.93,39.51,9.16
7.93,-64.9991,108.2613,Bay of Bengal,1871.1,1505.5,31.08,30.91,8.09,22.54,33.86,6.05
8.35,-8.4139,-2.1914,Red Sea,739.3,2761.9,34.39,6.42,9.51,31.37,11.36,0.1
8.37,54.8876,86.9568,South Atlantic Ocean,7697.5,1727.7,39.14,16.14,9.76,75.45,47.26,3.95
7.57,-82.759,-124.2342,Bay of Bengal,10008.1,251.7,30.07,3.34,8.63,36.47,5.96,1.81
7.56,-14.2252,-38.1536,Caribbean Sea,7704.5,1012.9,39.15,25.77,6.14,68.01,45.97,4.07
